CustomerID,Recency,Frequency,Revenue,Profile
16997.0,287,12,702.0,Medium Profile
15395.0,325,7,107.45,Low Profile
12665.0,324,3,63.0,Low Profile
14090.0,324,1,76.32000000000001,Low Profile
14779.0,280,41,386.15,Low Profile
15262.0,323,10,178.95000000000002,Low Profile
17862.0,323,11,330.9,Low Profile
12402.0,322,11,225.6,Low Profile
15422.0,322,6,97.7,Low Profile
13008.0,322,14,229.47,Low Profile
14770.0,231,52,876.42,Medium Profile
15174.0,322,11,135.75,Low Profile
16387.0,322,4,94.36,Low Profile
17277.0,227,69,1065.35,Medium Profile
17094.0,321,14,302.0,Low Profile
17714.0,320,10,153.0,Low Profile
15167.0,320,39,158.8,Low Profile
14068.0,319,24,265.85,Low Profile
14368.0,319,8,155.0,Low Profile
12559.0,310,21,561.71,Low Profile
13819.0,301,36,1140.35,Medium Profile
14782.0,319,6,200.1,Low Profile
14439.0,319,32,2661.24,Low Profile
15820.0,319,17,206.98,Low Profile
13551.0,318,4,91.8,Low Profile
15052.0,318,28,207.73,Low Profile
14130.0,318,66,480.91,Medium Profile
15222.0,318,5,585.0,Low Profile
13615.0,318,23,417.69,Low Profile
16757.0,318,7,106.83,Low Profile
13703.0,317,1,99.5,Low Profile
16222.0,317,122,773.5500000000001,Medium Profile
14248.0,317,8,302.58,Low Profile
13002.0,317,7,120.95,Low Profile
17118.0,317,10,157.02,Low Profile
14616.0,242,3,406.08,Low Profile
12591.0,316,26,452.85,Low Profile
16124.0,316,11,249.0,Low Profile
12764.0,316,45,1693.88,Medium Profile
13328.0,315,17,1308.48,Medium Profile
15057.0,274,25,1489.5,Medium Profile
12574.0,315,11,218.45,Low Profile
13707.0,266,48,806.41,Medium Profile
16897.0,298,37,289.78,Low Profile
13161.0,312,8,112.75,Low Profile
15415.0,312,47,559.61,Medium Profile
17431.0,312,43,403.3,Medium Profile
17239.0,312,15,382.5,Low Profile
15448.0,312,28,494.64,Low Profile
16403.0,311,10,177.5,Low Profile
17619.0,311,74,214.37,Medium Profile
13600.0,311,19,219.52,Low Profile
17356.0,311,19,178.22,Low Profile
14850.0,311,21,325.75,Low Profile
13494.0,311,18,316.26000000000005,Low Profile
12929.0,311,8,117.85,Low Profile
17035.0,245,28,433.53,Low Profile
12373.0,310,14,364.6,Low Profile
14549.0,310,56,289.24,Medium Profile
16716.0,266,2,901.2,Medium Profile
15940.0,310,1,35.8,Low Profile
14457.0,310,4,113.64,Low Profile
15589.0,255,29,478.53,Low Profile
14411.0,310,14,1063.0,Medium Profile
15226.0,310,8,154.41,Low Profile
16378.0,246,23,362.95,Low Profile
18250.0,309,21,349.27,Low Profile
12350.0,309,17,334.4,Low Profile
16405.0,301,5,167.25,Low Profile
17362.0,238,35,312.23,Low Profile
16030.0,309,29,331.24,Low Profile
13800.0,309,33,558.32,Low Profile
13581.0,308,10,118.0,Low Profile
14497.0,308,29,475.37,Low Profile
17507.0,261,88,605.58,Medium Profile
17334.0,301,11,307.02,Low Profile
12754.0,235,63,3010.74,Medium Profile
12410.0,308,26,693.3299999999999,Medium Profile
17517.0,308,11,153.94,Low Profile
17226.0,308,21,393.49,Low Profile
17291.0,307,1,550.8000000000001,Low Profile
15090.0,307,23,381.32,Low Profile
13584.0,306,24,142.4,Low Profile
14438.0,305,9,131.9,Low Profile
12956.0,305,19,108.07,Low Profile
14600.0,305,25,393.33,Low Profile
13809.0,304,12,155.05,Low Profile
14048.0,304,85,409.93,Medium Profile
17859.0,304,23,141.92000000000002,Low Profile
15753.0,304,1,79.2,Low Profile
13133.0,273,7,109.8,Low Profile
17881.0,303,8,133.35000000000002,Low Profile
15843.0,303,8,118.95000000000002,Low Profile
15970.0,303,11,314.1,Low Profile
12401.0,302,5,84.3,Low Profile
17843.0,302,37,205.48,Low Profile
13706.0,302,20,330.79,Low Profile
14431.0,302,17,470.36,Low Profile
12561.0,302,16,238.85,Low Profile
14465.0,246,123,1038.44,Medium Profile
16425.0,301,21,302.7,Low Profile
18159.0,300,23,530.15,Low Profile
16084.0,298,38,436.18,Low Profile
15236.0,298,15,321.05,Low Profile
17829.0,298,30,889.24,Medium Profile
16738.0,297,1,3.75,Low Profile
13893.0,297,21,821.1,Medium Profile
14935.0,296,10,1784.71,Low Profile
16073.0,296,1,122.4,Low Profile
14760.0,296,5,89.2,Low Profile
16509.0,296,13,363.7,Low Profile
14386.0,296,7,142.4,Low Profile
15670.0,296,12,173.05,Low Profile
16494.0,296,50,826.53,Medium Profile
16148.0,295,1,76.32000000000001,Low Profile
13718.0,245,12,306.55,Low Profile
13151.0,295,74,1257.87,Medium Profile
18138.0,294,8,152.65,Low Profile
14371.0,294,4,100.5,Low Profile
12852.0,294,17,311.55,Low Profile
13932.0,294,16,307.4,Low Profile
16765.0,293,1,34.0,Low Profile
12988.0,291,83,505.82,Medium Profile
12707.0,291,33,603.42,Low Profile
16980.0,254,81,1028.46,Medium Profile
12365.0,290,22,641.38,Low Profile
13044.0,290,33,560.47,Low Profile
16349.0,290,9,53.5,Low Profile
16913.0,289,8,113.44,Low Profile
18114.0,289,28,220.1,Low Profile
15303.0,289,31,574.02,Low Profile
12845.0,266,27,354.09,Low Profile
17499.0,289,40,622.88,Low Profile
15397.0,289,6,94.0,Low Profile
18068.0,288,1,101.7,Low Profile
16692.0,255,3,1276.0,Medium Profile
17171.0,288,16,224.91,Low Profile
12565.0,288,9,145.92,Low Profile
12582.0,238,22,511.36,Low Profile
17117.0,287,9,116.2,Low Profile
12945.0,287,23,462.95,Low Profile
18056.0,287,19,363.65,Low Profile
16072.0,287,23,584.3199999999999,Low Profile
15543.0,287,28,127.86,Low Profile
13751.0,287,9,296.25,Low Profile
13501.0,287,52,1340.32,Medium Profile
13345.0,287,20,389.5,Low Profile
13753.0,287,35,741.26,Medium Profile
12361.0,286,10,189.9,Low Profile
13973.0,286,11,264.7,Low Profile
13493.0,274,8,618.63,Low Profile
13684.0,285,29,65.13,Low Profile
13261.0,268,9,944.1,Medium Profile
16598.0,285,10,145.04999999999998,Low Profile
14036.0,284,38,626.65,Low Profile
16339.0,283,18,94.05,Low Profile
12509.0,283,7,176.5,Low Profile
14046.0,283,14,154.99,Low Profile
16427.0,262,9,241.06,Low Profile
12811.0,260,31,514.85,Low Profile
17165.0,283,10,158.68,Low Profile
16078.0,283,1,79.2,Low Profile
15709.0,283,6,133.25,Low Profile
15319.0,283,16,204.5,Low Profile
15257.0,282,7,317.15,Low Profile
12866.0,282,26,559.12,Low Profile
13166.0,282,41,417.2,Low Profile
15733.0,282,10,162.3,Low Profile
12834.0,282,18,312.38,Low Profile
16792.0,281,12,110.38,Low Profile
12873.0,281,4,374.0,Low Profile
17923.0,281,1,207.50000000000003,Low Profile
16217.0,234,15,304.25,Low Profile
16957.0,238,16,416.64,Low Profile
14483.0,281,9,137.1,Low Profile
15087.0,281,15,306.94,Low Profile
16159.0,281,14,348.2,Low Profile
17995.0,281,2,76.1,Low Profile
17789.0,280,14,225.9,Low Profile
12817.0,280,4,166.04,Low Profile
17508.0,280,22,387.31,Low Profile
13382.0,280,15,222.99,Low Profile
14570.0,280,29,218.06,Low Profile
17325.0,279,6,96.8,Low Profile
14670.0,279,123,392.86,Low Profile
17535.0,279,13,164.4,Low Profile
14247.0,277,20,136.76999999999998,Low Profile
15554.0,277,14,217.2,Low Profile
18280.0,277,10,180.6,Low Profile
12614.0,277,20,315.6,Low Profile
14012.0,277,11,328.8,Low Profile
17654.0,276,22,117.55,Low Profile
16517.0,276,17,162.7,Low Profile
15869.0,276,15,149.64,Low Profile
15234.0,276,14,197.0,Low Profile
14586.0,276,19,237.36,Low Profile
15944.0,276,6,325.1,Low Profile
16917.0,276,9,391.52,Low Profile
12623.0,275,18,305.1,Low Profile
17639.0,275,7,108.5,Low Profile
12881.0,275,7,298.0,Low Profile
17138.0,275,24,380.5,Low Profile
14165.0,275,24,120.44,Low Profile
16471.0,274,13,223.95,Low Profile
18183.0,226,37,632.07,Low Profile
14603.0,274,2,660.0,Low Profile
16625.0,274,23,333.08,Low Profile
15308.0,273,19,310.47,Low Profile
18086.0,273,7,101.34,Low Profile
14350.0,273,18,282.93,Low Profile
14727.0,273,10,268.58,Low Profile
15049.0,273,3,121.17000000000002,Low Profile
16766.0,272,34,1145.6,Medium Profile
13226.0,272,16,108.21,Low Profile
13043.0,272,13,516.42,Low Profile
13708.0,270,49,285.33,Medium Profile
14962.0,270,5,126.7,Low Profile
13452.0,258,2,590.0,Low Profile
15388.0,269,10,140.54,Low Profile
15047.0,269,22,343.62,Low Profile
17542.0,269,25,170.75,Low Profile
16392.0,269,43,217.89,Medium Profile
13716.0,268,21,138.28,Low Profile
13121.0,268,50,283.73,Medium Profile
16297.0,268,20,301.9,Low Profile
16152.0,268,29,1829.04,Low Profile
13358.0,268,29,439.03,Low Profile
13299.0,267,5,142.5,Low Profile
13185.0,267,1,71.4,Low Profile
14840.0,267,4,62.85,Low Profile
13216.0,267,5,333.74,Low Profile
16216.0,266,37,914.93,Medium Profile
16377.0,266,5,676.2,Medium Profile
16976.0,266,2,251.52,Low Profile
12514.0,266,51,1017.68,Medium Profile
13072.0,266,7,177.15,Low Profile
15695.0,266,22,409.98,Low Profile
14059.0,266,8,183.6,Low Profile
16256.0,266,13,752.4300000000001,Medium Profile
14066.0,266,7,152.55,Low Profile
15019.0,266,66,252.81,Medium Profile
14041.0,265,21,141.41,Low Profile
17060.0,265,5,234.24,Low Profile
12878.0,235,47,854.99,Medium Profile
14155.0,265,6,118.75,Low Profile
14633.0,265,20,344.90000000000003,Low Profile
15703.0,264,5,211.5,Low Profile
12902.0,264,10,138.68,Low Profile
14693.0,264,8,172.9,Low Profile
16096.0,263,12,320.62,Low Profile
15408.0,263,34,267.18,Low Profile
15445.0,263,5,113.5,Low Profile
16619.0,263,14,226.21,Low Profile
14762.0,263,21,300.52,Low Profile
13934.0,263,31,922.1,Medium Profile
18224.0,263,10,158.95000000000002,Low Profile
17678.0,263,16,298.11,Low Profile
17763.0,262,1,15.0,Low Profile
13262.0,262,11,200.29,Low Profile
14632.0,262,8,114.56,Low Profile
16135.0,262,21,517.55,Low Profile
12831.0,261,9,215.05,Low Profile
15437.0,261,45,200.16,Medium Profile
15457.0,261,58,237.07,Medium Profile
16721.0,261,37,292.47,Low Profile
17102.0,261,1,25.5,Low Profile
13239.0,261,22,329.56,Low Profile
14870.0,261,13,327.25,Low Profile
12818.0,261,14,1542.08,Medium Profile
18191.0,261,7,207.8,Low Profile
13132.0,261,3,77.3,Low Profile
17486.0,260,24,396.87,Low Profile
12564.0,260,21,456.9,Low Profile
13341.0,260,42,775.85,Medium Profile
13512.0,260,15,251.21,Low Profile
17698.0,260,8,154.95,Low Profile
16022.0,259,71,602.63,Medium Profile
16769.0,259,38,361.54,Low Profile
16063.0,259,23,335.32,Low Profile
15178.0,259,3,40.5,Low Profile
14348.0,259,18,409.57,Low Profile
14536.0,259,18,170.95,Low Profile
17946.0,232,20,149.57999999999998,Low Profile
13357.0,256,89,609.4,Medium Profile
14476.0,256,17,193.0,Low Profile
12792.0,256,25,400.54,Low Profile
15083.0,256,5,88.2,Low Profile
18010.0,256,14,174.8,Low Profile
13803.0,254,17,277.07,Low Profile
13439.0,254,54,283.71,Medium Profile
17775.0,254,3,56.4,Low Profile
15424.0,253,17,383.34,Low Profile
18108.0,253,17,271.0,Low Profile
15832.0,253,54,836.79,Medium Profile
15528.0,253,26,229.33,Low Profile
17438.0,253,17,388.4500000000001,Low Profile
13060.0,253,15,307.53,Low Profile
14890.0,253,7,125.65,Low Profile
16698.0,226,5,1998.0,Low Profile
14957.0,252,12,58.49,Low Profile
17212.0,252,4,226.85,Low Profile
14886.0,252,18,364.8,Low Profile
13626.0,252,19,257.23,Low Profile
13462.0,252,9,151.5,Low Profile
13841.0,252,1,85.0,Low Profile
17701.0,252,24,417.95,Low Profile
16162.0,251,2,37.4,Low Profile
15691.0,251,2,136.8,Low Profile
13781.0,250,17,127.84,Low Profile
16142.0,249,37,535.34,Low Profile
13059.0,249,8,183.4,Low Profile
15223.0,225,20,755.75,Medium Profile
18185.0,248,17,304.25,Low Profile
17956.0,248,1,12.75,Low Profile
14747.0,248,18,328.2,Low Profile
16586.0,248,8,463.95,Low Profile
16105.0,248,13,336.96,Low Profile
15442.0,248,2,594.0,Low Profile
17492.0,247,12,374.57,Low Profile
13863.0,247,20,305.78,Low Profile
15917.0,247,12,123.1,Low Profile
17140.0,246,18,454.12,Low Profile
14964.0,246,13,206.21,Low Profile
17906.0,246,12,72.9,Low Profile
16144.0,246,1,175.2,Low Profile
12580.0,246,24,415.7,Low Profile
13712.0,246,10,228.84,Low Profile
14981.0,245,8,102.12,Low Profile
14619.0,245,20,394.44,Low Profile
16643.0,245,27,487.51,Low Profile
15119.0,245,14,266.4,Low Profile
14924.0,245,10,310.05,Low Profile
15109.0,245,28,484.95,Low Profile
16623.0,245,5,129.45,Low Profile
15775.0,244,7,104.9,Low Profile
13508.0,243,12,110.97,Low Profile
12447.0,242,26,476.49,Low Profile
13570.0,242,27,239.49,Low Profile
18129.0,242,14,112.55,Low Profile
15655.0,242,34,560.67,Low Profile
17574.0,242,8,185.65,Low Profile
14311.0,242,20,310.26,Low Profile
14339.0,242,14,309.52,Low Profile
12982.0,242,28,390.54,Low Profile
14326.0,241,8,183.85,Low Profile
15935.0,238,12,416.86,Low Profile
17972.0,241,30,135.19,Low Profile
17278.0,240,15,246.04,Low Profile
15212.0,240,5,101.8,Low Profile
13484.0,240,8,313.8,Low Profile
16697.0,240,21,112.75,Low Profile
13740.0,240,23,350.75,Low Profile
15230.0,238,23,429.6,Low Profile
16097.0,239,10,185.05,Low Profile
17746.0,239,6,110.25,Low Profile
15147.0,239,28,623.5,Low Profile
14154.0,238,52,1345.62,Medium Profile
14206.0,238,20,328.16,Low Profile
14105.0,238,74,1266.23,Medium Profile
17601.0,238,9,116.01,Low Profile
17142.0,238,15,579.0,Low Profile
15135.0,238,9,139.05,Low Profile
13120.0,238,1,30.6,Low Profile
12769.0,238,32,1143.6,Medium Profile
12639.0,238,22,486.1,Low Profile
17367.0,237,33,167.55,Low Profile
18213.0,236,15,232.48,Low Profile
16193.0,236,19,314.45,Low Profile
17582.0,235,29,175.27,Low Profile
13474.0,235,62,226.84,Medium Profile
17697.0,235,19,338.95,Low Profile
16947.0,235,21,406.48,Low Profile
16617.0,235,5,151.85,Low Profile
18009.0,234,31,247.39,Low Profile
15717.0,233,7,150.3,Low Profile
13101.0,233,8,101.19,Low Profile
15225.0,233,23,409.4,Low Profile
12733.0,233,22,383.95,Low Profile
17217.0,233,9,113.5,Low Profile
17548.0,233,5,103.3,Low Profile
14148.0,233,3,157.2,Low Profile
13485.0,232,23,454.24,Low Profile
15517.0,232,27,267.03,Low Profile
17120.0,232,18,307.46,Low Profile
12506.0,232,23,73.5,Low Profile
12354.0,231,58,1079.4,Medium Profile
17718.0,231,6,139.35,Low Profile
16587.0,231,13,225.15,Low Profile
12622.0,231,11,180.1,Low Profile
13482.0,231,11,184.64,Low Profile
17670.0,227,11,205.7,Low Profile
16834.0,227,24,413.46,Low Profile
16823.0,226,38,358.38,Low Profile
12573.0,226,28,160.54000000000002,Low Profile
18220.0,226,2,305.28000000000003,Low Profile
16965.0,226,26,201.19,Low Profile
15891.0,226,60,511.68,Medium Profile
17187.0,226,10,203.95,Low Profile
17991.0,224,5,93.35,Low Profile
15143.0,225,14,259.45,Low Profile
13229.0,225,10,160.95,Low Profile
14271.0,225,10,112.32,Low Profile
16227.0,224,6,314.22,Low Profile
17893.0,224,15,107.21,Low Profile
14022.0,224,28,440.0,Low Profile
15210.0,224,20,331.18,Low Profile
13047.0,31,172,3237.54,Low Profile
15291.0,25,103,4668.3,Low Profile
17809.0,15,61,5411.91,Medium Profile
16098.0,87,67,2005.63,Medium Profile
17420.0,49,30,598.83,Low Profile
13705.0,7,28,711.86,Medium Profile
17924.0,11,31,2962.5,Low Profile
15862.0,7,147,832.88,Medium Profile
16218.0,29,84,3084.68,Medium Profile
14307.0,88,180,2995.72,Medium Profile
12838.0,33,120,671.95,Medium Profile
13255.0,8,13,399.51,Low Profile
13758.0,11,117,3190.55,Low Profile
15983.0,21,112,1465.12,Medium Profile
16210.0,1,123,21086.3,Low Profile
17181.0,56,23,239.92,Medium Profile
17951.0,39,20,1008.54,Medium Profile
15012.0,53,122,405.04,Medium Profile
17572.0,70,12,226.75000000000003,Medium Profile
14001.0,45,39,2043.08,Low Profile
15525.0,1,156,734.37,Medium Profile
17905.0,70,33,798.99,Medium Profile
15485.0,29,85,2564.5,Medium Profile
15605.0,35,67,1198.23,Medium Profile
18144.0,7,43,2888.75,Medium Profile
14594.0,6,52,363.33,Medium Profile
17873.0,79,43,1848.96,Medium Profile
17760.0,21,25,287.59,Low Profile
14696.0,3,130,2078.95,Low Profile
16539.0,2,45,1388.81,Medium Profile
17025.0,60,9,357.77,Medium Profile
18229.0,11,164,7276.900000000001,Low Profile
17069.0,27,143,2709.7000000000003,Low Profile
13576.0,9,126,6717.34,Low Profile
13090.0,8,155,8910.82,Low Profile
15694.0,0,78,6479.4,Medium Profile
14741.0,11,59,1400.34,Medium Profile
14047.0,8,32,1308.61,Medium Profile
13941.0,21,45,5112.96,Medium Profile
14135.0,1,134,4690.31,Low Profile
14901.0,10,96,1421.29,Medium Profile
15955.0,23,183,4416.26,Low Profile
15111.0,28,84,1567.48,Medium Profile
13305.0,3,81,2000.86,Medium Profile
17287.0,25,122,1049.06,Medium Profile
15738.0,18,173,4812.42,Low Profile
17381.0,8,109,20275.61,Low Profile
15827.0,72,115,1836.09,Medium Profile
13117.0,21,76,984.91,Medium Profile
16916.0,23,136,562.41,Low Profile
17964.0,31,98,463.21,Medium Profile
14466.0,28,72,2272.4,Medium Profile
17235.0,24,29,550.06,Low Profile
17802.0,81,140,1285.04,Medium Profile
13491.0,51,86,1215.82,Medium Profile
17685.0,16,127,3155.83,Low Profile
13138.0,21,63,962.39,Medium Profile
17567.0,6,165,4331.48,Low Profile
16203.0,58,35,592.9,Medium Profile
16770.0,57,140,757.1,Medium Profile
17838.0,26,117,2720.8,Low Profile
14829.0,28,42,697.55,Medium Profile
17412.0,2,66,1258.06,Medium Profile
14775.0,57,60,1011.9,Medium Profile
17659.0,16,158,2999.46,Low Profile
15299.0,66,7,4507.01,Medium Profile
13145.0,39,6,618.52,Low Profile
14865.0,6,4,52.2,Low Profile
15093.0,17,108,4597.02,Low Profile
16150.0,42,117,2053.02,Low Profile
17552.0,59,49,930.41,Medium Profile
14236.0,80,15,490.86,Medium Profile
17135.0,15,52,1139.73,Medium Profile
17396.0,38,27,7330.8,Low Profile
13520.0,58,93,3624.35,Medium Profile
12427.0,21,31,825.8,Medium Profile
17884.0,3,113,695.0699999999999,Medium Profile
12557.0,15,33,11990.96,Low Profile
14083.0,3,177,1002.9,Medium Profile
16477.0,63,146,2494.46,Medium Profile
12600.0,28,64,2599.04,Medium Profile
16013.0,3,139,37130.6,Low Profile
17949.0,0,70,58510.48,Medium Profile
12779.0,37,149,3981.36,Low Profile
17819.0,71,48,3704.87,Medium Profile
12712.0,28,133,4396.13,Low Profile
15373.0,7,132,2415.91,Low Profile
16140.0,65,35,725.18,Medium Profile
17198.0,23,96,692.22,Medium Profile
15769.0,6,130,56252.72,Low Profile
14396.0,64,73,487.99,Medium Profile
14898.0,22,109,1269.31,Medium Profile
12395.0,18,156,3018.63,Low Profile
16455.0,63,99,1841.18,Medium Profile
15545.0,53,80,288.97,Medium Profile
15465.0,19,97,7354.62,Medium Profile
13838.0,5,165,674.82,Medium Profile
15038.0,58,125,685.74,Medium Profile
16168.0,10,98,3787.6,Medium Profile
16353.0,3,94,6675.71,Medium Profile
13831.0,15,72,2198.45,Medium Profile
17796.0,39,81,690.0,Medium Profile
18156.0,12,122,675.64,Medium Profile
16983.0,12,143,1905.87,Low Profile
17863.0,58,148,3160.0,Medium Profile
16411.0,18,44,211.7,Medium Profile
17402.0,4,59,2633.85,Medium Profile
12647.0,21,122,3722.82,Low Profile
13034.0,54,37,642.77,Medium Profile
15953.0,14,97,1657.28,Medium Profile
16143.0,2,117,2424.94,Low Profile
12747.0,1,103,4196.01,Low Profile
14404.0,33,100,1449.32,Medium Profile
13579.0,14,23,467.04,Low Profile
15987.0,11,128,1432.77,Medium Profile
13652.0,45,63,1095.08,Medium Profile
18219.0,2,114,2069.77,Low Profile
14293.0,2,61,1046.56,Medium Profile
14748.0,28,89,1415.75,Medium Profile
16638.0,22,94,1680.72,Medium Profile
17674.0,73,27,551.04,Medium Profile
12808.0,36,28,483.65,Low Profile
13094.0,20,24,1927.32,Low Profile
12708.0,29,157,2712.91,Low Profile
15898.0,0,84,1383.83,Medium Profile
14443.0,53,93,1420.2,Medium Profile
17227.0,18,47,939.32,Medium Profile
15919.0,19,122,525.69,Low Profile
15860.0,40,139,965.16,Medium Profile
15304.0,60,23,694.4000000000001,Medium Profile
15048.0,64,94,381.0,Medium Profile
14708.0,2,28,1126.37,Medium Profile
16898.0,25,157,501.03,Low Profile
14825.0,3,120,2221.01,Low Profile
13155.0,32,85,971.76,Medium Profile
15028.0,7,48,627.13,Medium Profile
14487.0,26,140,1165.48,Medium Profile
17682.0,9,118,2474.33,Low Profile
16817.0,2,86,1604.75,Medium Profile
13030.0,10,92,752.4399999999999,Medium Profile
14409.0,70,54,2059.4500000000003,Medium Profile
13495.0,7,48,2044.87,Medium Profile
17519.0,16,82,1844.02,Medium Profile
17812.0,12,133,699.81,Medium Profile
14215.0,11,108,1789.72,Low Profile
15602.0,7,47,1297.87,Medium Profile
12913.0,4,50,2483.63,Medium Profile
17470.0,44,78,1125.07,Medium Profile
14907.0,2,165,3501.1,Low Profile
16059.0,65,178,1453.16,Medium Profile
17720.0,25,50,1195.94,Medium Profile
15018.0,38,31,496.21,Low Profile
15838.0,10,167,33643.08,Low Profile
13756.0,1,142,5189.52,Low Profile
17491.0,0,109,3558.87,Low Profile
14282.0,2,154,3701.44,Low Profile
13569.0,16,79,338.62,Medium Profile
14673.0,2,74,1736.4,Medium Profile
16221.0,36,95,860.86,Medium Profile
15965.0,16,111,808.87,Medium Profile
15024.0,9,152,1636.43,Medium Profile
13769.0,1,135,2796.51,Low Profile
16086.0,58,39,1121.39,Medium Profile
13880.0,20,165,3219.77,Low Profile
13173.0,3,43,353.65,Medium Profile
12347.0,1,182,4310.0,Low Profile
14739.0,3,60,3902.28,Medium Profile
16293.0,21,118,2248.99,Low Profile
16775.0,9,157,1691.51,Low Profile
16950.0,56,42,1178.56,Medium Profile
17591.0,72,157,2203.67,Medium Profile
15081.0,21,33,504.8,Low Profile
16365.0,17,51,1540.42,Medium Profile
16863.0,30,26,502.8,Low Profile
15628.0,4,155,2870.24,Low Profile
13329.0,31,17,789.0,Medium Profile
14744.0,15,26,1099.98,Medium Profile
13983.0,29,107,2603.43,Low Profile
13199.0,3,119,9817.12,Low Profile
14032.0,1,143,2975.59,Low Profile
16525.0,1,183,13027.45,Low Profile
16122.0,72,38,684.4200000000001,Medium Profile
13126.0,4,140,2099.64,Low Profile
18043.0,24,115,529.29,Low Profile
17324.0,17,49,986.48,Medium Profile
16233.0,70,22,536.6800000000001,Medium Profile
16385.0,59,57,554.86,Medium Profile
17213.0,39,157,2781.23,Low Profile
18061.0,21,46,2119.41,Medium Profile
15916.0,15,151,1502.86,Medium Profile
13455.0,24,46,1058.34,Medium Profile
14217.0,1,100,2004.98,Low Profile
17262.0,51,12,1253.36,Medium Profile
18259.0,24,42,2338.6000000000004,Medium Profile
17676.0,3,77,1371.18,Medium Profile
13523.0,32,172,3964.88,Low Profile
15680.0,8,78,1333.68,Medium Profile
14866.0,10,99,14389.9,Low Profile
13077.0,0,111,728.02,Medium Profile
13848.0,91,5,1255.0,Medium Profile
17999.0,36,91,380.39,Medium Profile
14766.0,7,135,2473.37,Low Profile
13984.0,26,16,920.51,Medium Profile
15996.0,87,127,1032.58,Medium Profile
16596.0,15,12,250.15,Low Profile
17655.0,10,91,2638.94,Medium Profile
14243.0,8,141,2588.77,Low Profile
12963.0,7,95,1856.63,Medium Profile
15660.0,24,90,1600.86,Medium Profile
18092.0,1,89,9068.26,Medium Profile
14299.0,7,143,3965.62,Low Profile
13854.0,8,110,8109.519999999999,Low Profile
16782.0,9,183,2267.9500000000003,Low Profile
12494.0,15,77,1246.1,Medium Profile
17857.0,3,54,26879.04,Medium Profile
12429.0,8,97,3750.4,Medium Profile
14987.0,15,4,326.4,Low Profile
17526.0,4,19,1195.9,Medium Profile
14440.0,7,55,2357.6800000000003,Medium Profile
17430.0,32,14,265.76,Low Profile
13982.0,38,111,1871.81,Low Profile
15288.0,42,88,2306.52,Medium Profile
16519.0,24,13,215.08,Low Profile
17816.0,36,17,36.56,Low Profile
17671.0,15,53,1572.71,Medium Profile
15380.0,8,36,1690.2600000000002,Low Profile
17950.0,71,71,482.2,Medium Profile
12826.0,2,91,1474.72,Medium Profile
15811.0,21,133,2218.62,Low Profile
13327.0,38,108,3627.77,Low Profile
15211.0,59,52,894.4100000000001,Medium Profile
16907.0,28,140,928.76,Medium Profile
17696.0,37,115,2285.71,Low Profile
17076.0,35,25,841.0799999999999,Medium Profile
16656.0,21,73,8625.8,Medium Profile
14543.0,28,71,3599.73,Medium Profile
16062.0,9,64,1153.62,Medium Profile
16019.0,46,160,3786.24,Low Profile
18065.0,5,137,2392.83,Low Profile
14952.0,59,138,8099.49,Medium Profile
12989.0,2,64,6924.110000000001,Medium Profile
14107.0,51,123,2703.23,Medium Profile
15514.0,11,166,4023.72,Low Profile
13787.0,75,31,309.04,Medium Profile
14062.0,9,111,10464.85,Low Profile
18016.0,31,122,1477.66,Medium Profile
14448.0,8,20,375.35,Low Profile
14577.0,12,123,859.71,Medium Profile
17236.0,12,105,916.13,Medium Profile
16367.0,36,127,800.67,Medium Profile
17917.0,44,92,335.03,Medium Profile
17188.0,10,84,2474.23,Medium Profile
13959.0,78,90,594.04,Medium Profile
17937.0,8,43,4301.22,Medium Profile
14608.0,3,20,1785.15,Low Profile
17618.0,5,67,930.28,Medium Profile
13225.0,2,32,6463.84,Low Profile
14290.0,10,101,2314.65,Low Profile
15854.0,3,138,2969.12,Low Profile
16701.0,8,144,5398.3,Low Profile
14544.0,23,111,2004.3,Low Profile
16726.0,25,178,1358.74,Medium Profile
14639.0,51,172,2984.49,Medium Profile
17293.0,7,132,1854.06,Low Profile
17371.0,16,86,418.4,Medium Profile
13211.0,9,55,1095.42,Medium Profile
13324.0,35,75,7121.95,Medium Profile
16442.0,1,171,609.3,Low Profile
18075.0,22,142,2611.75,Low Profile
17041.0,26,69,1071.49,Medium Profile
14871.0,2,93,501.28,Medium Profile
18044.0,3,127,2088.6,Low Profile
16191.0,2,134,5180.52,Low Profile
12370.0,50,166,3541.94,Low Profile
17158.0,31,67,1266.97,Medium Profile
16899.0,7,123,1271.06,Medium Profile
16531.0,21,77,1244.59,Medium Profile
17739.0,11,47,2791.35,Medium Profile
13238.0,16,31,700.73,Medium Profile
15392.0,4,84,1535.53,Medium Profile
13846.0,24,55,865.0600000000001,Medium Profile
14401.0,3,182,4051.48,Low Profile
17629.0,5,123,1814.12,Low Profile
14150.0,35,26,658.64,Low Profile
13496.0,10,35,653.33,Low Profile
13611.0,88,72,1154.4,Medium Profile
16954.0,0,54,2085.08,Medium Profile
15950.0,31,97,1744.71,Medium Profile
16003.0,29,103,2735.37,Low Profile
13092.0,70,25,477.83,Medium Profile
13426.0,0,157,3641.32,Low Profile
15101.0,8,8,317.53,Low Profile
17033.0,85,28,1030.14,Medium Profile
14201.0,59,37,747.44,Medium Profile
15822.0,2,33,885.47,Medium Profile
16134.0,21,35,618.09,Low Profile
